0	0
0	0
0	0
0	0
-0.172485	0.174619
-0.177492	0.178546
-0.169993	0.171484
-0.173826	0.17916
-0.182528	0.177328
-0.175842	0.181737
-0.188415	0.186069
-0.187978	0.183237
-0.18464	0.178346
-0.169092	0.173501
-0.169309	0.176035
-0.187335	0.173602
-0.175406	0.187039
-0.180539	0.176034
-0.181216	0.173709
-0.178929	0.179733
-0.179304	0.185366
-0.190895	0.187467
-0.183686	0.18048
-0.175443	0.193416
-0.166296	0.17212
-0.171762	0.17329
-0.176331	0.176327
-0.179972	0.187531
-0.18586	0.192147
-0.176437	0.181353
-0.172016	0.183563
-0.181575	0.173646
-0.180023	0.187824
-0.188592	0.196588
-0.184844	0.190659
-0.184323	0.188529
-0.186521	0.193403
-0.184775	0.187625
-0.177512	0.186741
-0.193992	0.187469
-0.18972	0.19552
-0.18666	0.187327
-0.180973	0.183751
-0.178141	0.179625
-0.17659	0.180578
-0.184611	0.177099
-0.182545	0.178982
-0.161368	0.186925
