0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3.621104277	55.78217178
3.638757686	46.44944969
3.629279119	42.7543466
3.593402124	44.69594468
3.610908255	76.40280324
3.6318183	54.85697806
3.614012013	94.73449932
3.583950704	134.9284109
3.584683402	58.95376639
3.65685354	52.91761584
3.642660287	57.0454342
3.603402641	82.99105092
3.544635743	45.22169317
3.593437757	85.32311244
3.573851665	50.78202338
3.546906987	68.82761266
3.417406046	47.01766362
3.389523549	21.59612124
3.444142296	43.15072176
3.423816359	52.46964054
3.384594757	37.0121018
3.344561564	24.23906401
3.40454885	29.83973784
3.390270616	39.49968828
3.221083674	36.60459536
3.226807781	17.08215721
3.267104089	26.75049587
3.239708422	31.96055116
3.350809892	34.5523877
3.358522108	20.939685
3.391927896	28.16287106
3.378814545	35.49522544
3.323187231	12.9665799
3.344319988	8.32626453
3.346361703	8.389615577
3.327411239	12.45713698
3.502397538	16.07165635
3.513070313	6.00376467
3.511394467	8.513334
3.488622749	21.00189308
3.475163773	16.03435755
3.505792725	9.59907775
3.513017469	7.114576638
3.473786683	16.91710231
3.298750891	0.698185427
3.326067677	5.581263133
3.323080242	3.920282093
3.307777922	1.694661825
3.334405686	22.78806633
3.349837057	15.38058967
3.350173982	10.89994056
3.328017183	16.11790448
3.365589857	11.70253988
3.364783794	10.97696274
3.364953766	5.603832262
3.346724384	11.31734027
3.500183117	22.27330813
3.536020669	9.782693967
3.5466389	10.05630191
3.513730513	13.88776613
3.356512259	-12.31826948
3.382179311	-21.9355909
3.371130141	-19.16727946
3.347585499	-13.76874333
3.332720755	50.62964398
3.365042713	35.70839353
3.376179911	34.80721441
3.362289768	42.18147346
3.247426987	67.55029689
3.272771859	45.17644864
3.280020284	37.74898907
3.273880836	45.38735741
3.319648336	95.1159779
3.36473527	66.35446538
3.372569196	43.19568651
3.343348339	48.4601598
3.348475056	55.97929582
3.381855342	112.0850545
3.419007679	79.63794062
3.408624503	62.23335425
3.701206851	51.40838631
3.723923092	55.33564937
3.727588001	48.83569946
3.695857179	63.39709621
3.624700821	30.81903452
3.646233592	25.99387843
3.645410348	27.50545871
3.633492268	38.52361677
3.516065332	37.46958173
3.558638995	28.5049293
3.543889548	35.30191256
3.500047142	49.01687563
3.392091204	50.29571803
3.417789605	39.03738608
3.426539969	41.88802377
3.384598052	52.61548624
3.252046784	33.11108697
3.272544969	28.96650452
3.275573076	25.50125152
3.259342556	28.48804528
3.391712924	24.69195282
3.39494672	26.12357981
3.393974425	24.92900872
3.378001075	24.98044687
3.39842952	33.13807284
3.43256433	22.94429291
3.438468251	24.96670253
3.405857851	29.80304248
3.379440499	18.86361199
3.403756208	15.8803872
3.394577212	10.80220767
3.368773812	20.67075223
3.33453645	22.97061165
3.355694425	13.93507606
3.357557949	6.038240423
3.338658367	6.944780716
3.153878618	18.45387613
3.163234272	9.520005905
3.16212474	5.150381975
3.145576592	9.227183438
3.190743967	144.76733
3.220164239	129.7866971
3.231393779	106.5541059
3.19711595	118.0234319
3.238905084	106.281149
3.267061608	96.82285329
3.265444673	81.03244799
3.250075491	71.58955364
3.231091038	17.11118281
3.251885242	12.04598111
3.252047441	10.73567503
3.237257552	10.13804361
3.24692576	20.01574321
3.274091128	10.16327276
3.285722891	9.08447415
3.282586436	14.58029616
3.333947797	21.50306545
3.364619233	16.04292243
3.3695288	10.76751813
3.334094452	20.01377586
3.265865149	13.93621876
3.295654229	14.27433285
3.291063829	12.98348048
3.275210159	13.42269036
3.11388551	13.2549159
3.133913747	11.73348297
3.134378461	14.34975579
3.117826271	14.41393338
3.24626699	8.208200897
3.247704855	7.935781561
3.242524529	16.42063398
3.224980785	20.34030274
3.340783242	39.78313387
3.380026416	27.99930255
3.393004181	23.06041239
3.355011957	33.74554679
3.410389913	25.61388585
3.444566047	24.02680759
3.440704151	21.69437325
3.419770296	27.81217713
3.374553748	45.15322687
3.399510645	32.49979916
3.411020405	19.42670503
3.395540928	25.06269818
3.415454455	59.08891092
3.432770756	42.09545712
3.433804227	37.86416459
3.4401652	21.11351082
3.358605689	86.10104299
3.399837618	62.3518566
3.400243215	45.84337848
3.368448604	47.94279257
3.367663972	120.5719414
3.386177672	102.1306303
3.41142487	73.84423751
3.39037186	59.44282528
