61.5 72.2
68.5 51.7
59.2 65.1
93.9 51.2
71.4 52.6
77.7 50
59.5 74.9
86.9 91.6
73 61.1
77.9 64.5
52 64.4
74.6 62.6
87.2 90.7
88.2 90.2
102.6 95.7
76 85.1
92.5 80.4
85.7 100
97.8 95.4
84.6 90.5
67.4 67.6
70.3 74.8
58.8 76.6
87.7 74.3
85.5 55.8
61 68.3
84.7 97.3
100.5 73.1
113.4 87.1
76.8 55.5
83.3 70.7
79.3 104.5
102.5 76.2
80.7 82.7
77.1 80.5
99.9 87.5
63.3 41.8
38.8 60.6
60.4 45.7
47.3 44.2
74.9 77.9
69.5 79
76.6 64.4
57.4 60.7
83.1 71.2
58.2 62.8
58 76.3
88.1 48.9
