2.706407792	-196.0049991
2.622393791	-103.1449015
2.743652242	-218.6842153
2.853736967	-125.3520728
2.646079245	-166.5240787
2.860444613	-188.7383291
2.783115665	-189.5656304
2.693914608	-243.4416573
2.739976141	-172.4598984
2.737519836	-226.1834019
2.776257247	-251.2003866
2.905615269	-247.1726593
2.955430714	-183.9646724
2.914550146	-245.818933
2.740573632	-230.1715074
2.944034055	-222.8405069
2.956248781	-245.6746816
2.890263291	-238.0915714
2.908064427	-287.1942416
2.880607123	-173.9079488
3.033556951	-321.641621
2.942220873	-256.5393031
2.992218973	-239.7012921
2.888055739	-241.4236393
3.178513732	-258.7310178
3.014748133	-230.3267573
3.05972688	-228.5615979
3.224088488	-187.64195
3.042427757	-345.0113076
3.313335438	-243.8614883
3.0809885	-292.0777098
3.069871764	0.0
5.406347073	-567.8514285
5.513771436	-545.0311964
5.494536985	-489.1457027
5.633132934	-446.4876125
5.504821501	-365.5497022
5.337389244	-545.8098884
5.748120662	-683.2774346
5.609246854	-489.4514132
0.0		0.0
5.471967172	-468.8146817
5.659212822	-381.6272237
5.517726046	-567.1444815
5.632678367	-695.8979249
5.621594195	-462.0899638
5.461519776	-413.389725
5.688879439	-475.9760376
5.711215036	-550.2146273
5.363849866	-599.2310912
5.538379152	-505.8804184
5.440915317	-525.9225987
5.703042133	-434.0317249
5.711857184	-502.5810963
5.273700707	-661.8849002
5.60734613	-418.7544262
5.506717098	-572.5750785
11.19613918	-1074.446422
11.19652102	-1346.111544
5.612935961	-456.3896866
5.649066399	-712.1299097
5.503195565	-508.7791099
5.743774582	-639.0638214
6.534881215	-504.976302
5.844499247	-648.5085571
5.682842674	-386.7338922
5.744127821	-520.3753025
5.596741407	-576.5323941
5.825250193	-711.2256619
5.741328412	-591.08715
5.700957355	-502.1552746
5.754702577	-627.9607597
5.639741255	-613.7850171
5.620622201	-529.9417079
5.718876304	-599.9417079
5.824206345	-580.7361142
5.719206675	-661.7814413
5.792580421	-625.0860946
5.679897529	-570.5767846
5.885653323	-484.9001291
5.696631464	-478.6571072
5.668164472	-509.0757241
5.485582935	-806.9608395
5.759254125	-703.24283
5.656936415	-765.7506404
5.224936766	-741.8427456
5.656088107	-616.1184398
5.622197896	-597.7802251
5.553017903	-691.2311022
5.590250528	-734.8083424
5.552380056	-815.656233
5.652050844	-700.7280807
5.410743437	-716.3007311
5.40543671	-737.781961
5.69123808	-904.716538
5.516356762	-803.4538753
